subject_id,theta
forge_code_gemini_3_1_pro,2.8585333824157715
droid_gpt_5_3_codex,2.575788736343384
simple_codex_gpt_5_3_codex,2.361297369003296
terminus_kira_gemini_3_1_pro,2.899233102798462
terminus_kira_claude_opus_4_6,2.542712688446045
tongagents_claude_opus_4_6,2.548798084259033
codebrain_1_gpt_5_3_codex,2.333895444869995
droid_claude_opus_4_6,1.6183668375015259
ante_gemini_3_pro,1.9730186462402344
mux_gpt_5_3_codex,1.7642124891281128
crux_claude_opus_4_6,2.1639535427093506
mux_claude_opus_4_6,1.6503629684448242
deep_agents_gpt_5_2_codex,2.020148992538452
sageagent_gemini_3_pro,1.4932292699813843
droid_gpt_5_2,1.6731642484664917
terminus_2_gpt_5_3_codex,1.3150180578231812
junie_cli_gemini_3_flash,1.4744632244110107
droid_claude_opus_4_5,1.296262502670288
codex_cli_gpt_5_2,1.1837847232818604
terminus_2_claude_opus_4_6,1.816759467124939
codebrain_1_gemini_3_pro,1.2356765270233154
ii_agent_gemini_3_pro,1.4184633493423462
"warp_claude_haiku_4_5_at_anthropic,gpt_5_2_at_openai",1.4470045566558838
droid_gemini_3_pro,1.3998663425445557
mux_gpt_5_2,0.9654149413108826
codex_cli_gpt_5_1_codex_max,1.167006492614746
"warp_claude_haiku_4_5_20251001_at_anthropic,gemini_3_pro_preview_at_google,gpt_5_nano_at_openai",1.2991681098937988
letta_code_claude_opus_4_5,0.5147690773010254
mux_claude_opus_4_5,0.8658535480499268
abacus_ai_desktop_multiple,0.42409810423851013
claude_code_claude_opus_4_6,0.5748408436775208
terminus_2_claude_opus_4_5,0.9100949764251709
crux_gpt_5_1_codex,0.7509989738464355
terminus_2_gemini_3_pro,1.0641497373580933
letta_code_gemini_3_pro,0.7450243830680847
goose_claude_opus_4_5,0.05558176711201668
terminus_2_gpt_5_2,0.24481962621212006
letta_code_gpt_5_1_codex,0.37992626428604126
terminus_2_glm_5,0.6818342208862305
claude_code_claude_opus_4_5,0.07324735820293427
openhands_claude_opus_4_5,0.07322265207767487
opencode_claude_opus_4_5,0.2214473932981491
terminus_2_gemini_3_flash,0.5093154311180115
gemini_cli_gemini_3_flash,0.2933059632778168
"warp_claude_haiku_4_5_20251001_at_anthropic,claude_sonnet_4_5_20250929_at_anthropic,gpt_5_nano_at_openai",0.13169041275978088
codex_cli_gpt_5,0.13553757965564728
terminus_2_gpt_5_1,0.28970929980278015
camel_ai_claude_sonnet_4_5,-0.3583332598209381
codex_cli_gpt_5_codex,-0.3402554988861084
openhands_gpt_5,-0.3198108375072479
terminus_2_gpt_5_codex,-0.13833092153072357
terminus_2_kimi_k2_5,-0.4871826171875
goose_claude_sonnet_4_5,-0.45661500096321106
crux_gpt_5_1_codex_mini,-0.44859686493873596
terminus_2_claude_sonnet_4_5,-0.3281249403953552
maya_claude_4_5_sonnet,-0.5882607698440552
openhands_claude_sonnet_4_5,-0.7146520614624023
mini_swe_agent_claude_sonnet_4_5,-0.492998868227005
terminus_2_minimax_m2_5,-0.6485511660575867
mini_swe_agent_gpt_5_codex,-0.6829333305358887
claude_code_claude_sonnet_4_5,-0.5484541058540344
terminus_2_deepseek_v3_2,-0.9379745125770569
terminus_2_claude_opus_4_1,-1.3814524412155151
openhands_claude_opus_4_1,-1.0588698387145996
terminus_2_gpt_5_1_codex,-1.063521385192871
crux_minimax_m2_1,-0.9238177537918091
terminus_2_kimi_k2_thinking,-1.0797582864761353
goose_claude_haiku_4_5,-1.252029538154602
terminus_2_gpt_5,-1.2694917917251587
mini_swe_agent_claude_opus_4_1,-1.1295381784439087
spoox_m_gpt_5_mini,-1.4862545728683472
claude_code_claude_opus_4_1,-1.1553819179534912
mini_swe_agent_gpt_5,-1.579319953918457
terminus_2_glm_4_7,-1.5426980257034302
crux_glm_4_7,-1.6472090482711792
terminus_2_gemini_2_5_pro,-2.0097055435180664
codex_cli_gpt_5_mini,-1.695054531097412
terminus_2_minimax_m2,-1.9930329322814941
mini_swe_agent_claude_haiku_4_5,-1.8678946495056152
openhands_gpt_5_mini,-1.7529098987579346
terminus_2_minimax_m2_1,-1.6048123836517334
terminus_2_claude_haiku_4_5,-2.0267999172210693
terminus_2_kimi_k2_instruct,-1.6806098222732544
claude_code_claude_haiku_4_5,-1.8183364868164062
openhands_grok_4,-1.996520757675171
dakou_agent_qwen_3_coder_480b,-1.6087145805358887
openhands_kimi_k2_instruct,-1.9108195304870605
mini_swe_agent_gemini_2_5_pro,-2.1447091102600098
mini_swe_agent_grok_code_fast_1,-2.2971713542938232
openhands_qwen_3_coder_480b,-2.2526700496673584
mini_swe_agent_grok_4,-2.309328556060791
terminus_2_glm_4_6,-2.4765727519989014
terminus_2_gpt_5_mini,-1.8774664402008057
terminus_2_qwen_3_coder_480b,-2.548262596130371
terminus_2_grok_4,-2.4623568058013916
mini_swe_agent_gpt_5_mini,-2.585226058959961
gemini_cli_gemini_2_5_pro,-2.8622138500213623
terminus_2_gpt_oss_120b,-2.5585033893585205
mini_swe_agent_gemini_2_5_flash,-3.4486465454101562
terminus_2_gemini_2_5_flash,-3.3919408321380615
openhands_gemini_2_5_pro,-3.6583776473999023
openhands_gemini_2_5_flash,-3.233410120010376
gemini_cli_gemini_2_5_flash,-3.1959407329559326
mini_swe_agent_gpt_oss_120b,-3.414381504058838
terminus_2_grok_code_fast_1,-4.04287576675415
openhands_claude_haiku_4_5,-4.630737781524658
codex_cli_gpt_5_nano,-4.296103477478027
openhands_gpt_5_nano,-5.086755275726318
terminus_2_gpt_5_nano,-3.9218015670776367
mini_swe_agent_gpt_5_nano,-5.152136325836182
mini_swe_agent_gpt_oss_20b,-5.575814247131348
terminus_2_gpt_oss_20b,-9.15610122680664
