item_id,b
adaptive-rejection-sampler,0.4778759181499481
break-filter-js-from-html,0.6090726852416992
build-cython-ext,0.06946087628602982
build-pmars,-1.862862229347229
build-pov-ray,-1.731905460357666
caffe-cifar-10,4.050045013427734
cancel-async-tasks,0.1765064299106598
chess-best-move,1.966245412826538
circuit-fibsqrt,0.18923424184322357
code-from-image,-2.6187002658843994
compile-compcert,-0.276193767786026
configure-git-webserver,-1.1610195636749268
count-dataset-tokens,-0.4324846565723419
crack-7z-hash,-1.6694488525390625
custom-memory-heap-crash,-2.474224328994751
db-wal-recovery,3.041292190551758
dna-insert,4.500726222991943
extract-elf,0.4000023603439331
extract-moves-from-video,6.069913864135742
feal-differential-cryptanalysis,0.18414047360420227
feal-linear-cryptanalysis,0.3263252377510071
filter-js-from-html,5.826436996459961
financial-document-processor,0.9821999669075012
fix-code-vulnerability,-1.731670618057251
fix-ocaml-gc,-1.0979862213134766
git-multibranch,-2.7450308799743652
gpt2-codegolf,4.277202129364014
headless-terminal,-2.7096922397613525
hf-model-inference,-2.216259002685547
install-windows-3.11,4.949406623840332
kv-store-grpc,-1.2895597219467163
large-scale-text-editing,-0.7726306319236755
largest-eigenval,0.2308836728334427
llm-inference-batching-scheduler,-0.17033354938030243
log-summary-date-ranges,-2.242414712905884
mailman,-0.6089356541633606
make-doom-for-mips,9.937329292297363
make-mips-interpreter,3.2404942512512207
mcmc-sampling-stan,-1.1739426851272583
merge-diff-arc-agi-task,-2.0998761653900146
model-extraction-relu-logits,2.9961414337158203
mteb-leaderboard,3.0484492778778076
mteb-retrieve,4.060139179229736
multi-source-data-merger,-5.4739155769348145
nginx-request-logging,-3.3150534629821777
openssl-selfsigned-cert,-1.6272594928741455
overfull-hbox,0.3758707046508789
password-recovery,-0.29608166217803955
path-tracing-reverse,1.8507823944091797
polyglot-c-py,1.8855962753295898
portfolio-optimization,-4.232187271118164
protein-assembly,1.639055609703064
prove-plus-comm,-5.105055332183838
pypi-server,-2.1494216918945312
pytorch-model-cli,-1.4083515405654907
pytorch-model-recovery,-0.37317803502082825
qemu-alpine-ssh,0.9131360054016113
qemu-startup,-1.573492407798767
raman-fitting,5.071887016296387
regex-log,-2.337311029434204
reshard-c4-data,-0.568597674369812
rstan-to-pystan,0.1219196766614914
sam-cell-seg,5.826718330383301
schemelike-metacircular-eval,0.8395426273345947
sparql-university,0.4220372438430786
sqlite-db-truncate,-0.7693812251091003
sqlite-with-gcov,-2.193927764892578
torch-pipeline-parallelism,3.5102827548980713
torch-tensor-parallelism,3.2205827236175537
video-processing,5.859856128692627
write-compressor,1.4367334842681885
