item_id,b
adaptive-rejection-sampler,0.5267566442489624
bn-fit-modify,-1.2718738317489624
build-cython-ext,-0.16597877442836761
build-pmars,-1.8978784084320068
build-pov-ray,-1.9211950302124023
caffe-cifar-10,4.186112403869629
circuit-fibsqrt,0.3890204131603241
cobol-modernization,-3.9775450229644775
code-from-image,-2.452287197113037
compile-compcert,-0.3387117385864258
constraints-scheduling,-4.887374401092529
count-dataset-tokens,-0.42877084016799927
custom-memory-heap-crash,-2.449491262435913
db-wal-recovery,2.887179374694824
distribution-search,-2.3137106895446777
dna-assembly,3.1708297729492188
dna-insert,4.538867473602295
extract-elf,-0.07433303445577621
extract-moves-from-video,5.786139965057373
feal-linear-cryptanalysis,0.18594489991664886
financial-document-processor,0.8562040328979492
fix-code-vulnerability,-1.7650675773620605
fix-git,-4.294046878814697
gcode-to-text,3.034275531768799
git-leak-recovery,-4.2480926513671875
gpt2-codegolf,4.555967807769775
headless-terminal,-2.8410847187042236
hf-model-inference,-2.065000295639038
install-windows-3.11,4.948467254638672
kv-store-grpc,-1.3945063352584839
large-scale-text-editing,-0.9493464231491089
largest-eigenval,-0.04694213718175888
log-summary-date-ranges,-2.2572364807128906
make-doom-for-mips,7.20430850982666
mcmc-sampling-stan,-1.3047493696212769
merge-diff-arc-agi-task,-2.3734853267669678
model-extraction-relu-logits,3.172755718231201
modernize-scientific-stack,-6.056578159332275
mteb-leaderboard,3.0949137210845947
mteb-retrieve,4.168336391448975
multi-source-data-merger,-5.802495956420898
openssl-selfsigned-cert,-1.7101705074310303
overfull-hbox,0.23138315975666046
path-tracing,1.6854439973831177
path-tracing-reverse,1.8154549598693848
polyglot-c-py,1.9027304649353027
polyglot-rust-c,2.2433435916900635
portfolio-optimization,-4.3142290115356445
protein-assembly,1.562598466873169
pypi-server,-2.220468521118164
pytorch-model-cli,-1.3502854108810425
qemu-alpine-ssh,0.9035681486129761
qemu-startup,-1.6850858926773071
query-optimize,0.23563417792320251
raman-fitting,5.070560932159424
regex-chess,2.905090570449829
regex-log,-2.442578077316284
reshard-c4-data,-0.8822588920593262
rstan-to-pystan,0.23145058751106262
sam-cell-seg,6.002354145050049
sanitize-git-repo,0.7888025045394897
schemelike-metacircular-eval,0.7811511754989624
sqlite-db-truncate,-0.8516291379928589
sqlite-with-gcov,-2.3555312156677246
torch-pipeline-parallelism,3.4234957695007324
torch-tensor-parallelism,3.179054021835327
train-fasttext,5.8446221351623535
tune-mjcf,-0.29105642437934875
video-processing,5.911614894866943
vulnerable-secret,-3.222140312194824
winning-avg-corewars,0.8192135691642761
