agent_id,theta
20240402_sweagent_claude3opus,-1.7108188
20240402_sweagent_gpt4,-1.2519612
20240612_MASAI_gpt4o,-0.7176497
20240620_sweagent_claude3.5sonnet,-0.6796138
20240721_amazon-q-developer-agent-20240719-dev,-0.4643345
20240728_sweagent_gpt4o,-1.1835356
20240820_epam-ai-run-gpt-4o,-1.1613787
20240820_honeycomb,-0.41601235
20240918_lingma-agent_lingma-swe-gpt-72b,-1.1176323
20240918_lingma-agent_lingma-swe-gpt-7b,-2.1853323
20241002_lingma-agent_lingma-swe-gpt-72b,-0.9197119
20241002_lingma-agent_lingma-swe-gpt-7b,-1.5236628
20241007_nfactorial,-0.7544884
20241016_composio_swekit,-0.40427643
20241016_epam-ai-run-gpt-4o,-1.009563
20241025_composio_swekit,-0.089884594
20241028_agentless-1.5_gpt4o,-0.44711637
20241029_OpenHands-CodeAct-2.1-sonnet-20241022,0.08109346
20241029_epam-ai-run-claude-3-5-sonnet,-0.43882948
20241030_nfactorial,-0.35020223
20241105_nfactorial,-0.0011438004
20241106_navie-2-gpt4o-sonnet,-0.09472354
20241108_autocoderover-v2.0-claude-3-5-sonnet-20241022,-0.1575417
20241108_devlo,0.16352627
20241113_nebius-search-open-weight-models-11-24,-0.38542378
20241125_enginelabs,0.009817572
20241125_marscode-agent-dev,-0.041822664
20241202_agentless-1.5_claude-3.5-sonnet-20241022,0.034863267
20241212_epam-ai-run-claude-3-5-sonnet,0.18994293
20241213_devlo,0.34748822
20241221_codestory_midwit_claude-3-5-sonnet_swe-search,0.53322613
20250110_blackboxai_agent_v1.1,0.5554692
20250110_learn_by_interact_claude3.5,0.4514244
20250117_wandb_programmer_o1_crosscheck5,0.6404645
20250118_codeshellagent_gemini_2.0_flash_experimental,-0.26022798
20250122_autocoderover-v2.1-claude-3-5-sonnet-20241022,0.04115052
20250203_openhands_4x_scaled,0.44551137
20250226_swerl_llama3_70b,-0.3106144
20250228_epam-ai-run-claude-3-5-sonnet,0.5525306
20250410_cortexa,0.3401951
20250415_openhands,0.6285213
20250503_patchpilot-v1.1-o4-mini,0.65204835
20250511_sweagent_lm_32b,-0.44638526
20250515_Refact_Agent,0.83979505
20250516_cortexa_o3,0.7812567
20250519_devlo,0.9082157
20250519_trae,0.816044
20250520_openhands_devstral_small,-0.15028186
20250522_sweagent_claude-4-sonnet-20250514,0.67197704
20250524_openhands_claude_4_sonnet,0.8559448
20250527_amazon.nova-premier-v1.0,-0.35757136
20250528_patchpilot_Co-PatcheR,-0.17808136
20250603_Refact_Agent_claude-4-sonnet,1.0292665
20250611_moatless_claude-4-sonnet-20250514,0.94088835
20250612_trae,1.104146
20250616_Skywork-SWE-32B,-0.54905105
20250616_Skywork-SWE-32B+TTS_Bo8,-0.19311386
20250627_agentless_MCTS-Refine-7B,-1.205923
20250710_bloop,0.89972514
20250716_openhands_kimi_k2,0.611858
20250728_zai_glm4-5,0.54435694
20250804_codesweep_sweagent_kimi_k2_instruct,0.08239298
20250804_epam-ai-run-claude-4-sonnet,1.2072271
