agent_id,theta
20240402_sweagent_claude3opus,-1.7295623
20240402_sweagent_gpt4,-1.2827554
20240612_MASAI_gpt4o,-0.73803055
20240620_sweagent_claude3.5sonnet,-0.70142406
20240721_amazon-q-developer-agent-20240719-dev,-0.47333798
20240728_sweagent_gpt4o,-1.2186484
20240820_epam-ai-run-gpt-4o,-1.2081972
20240820_honeycomb,-0.4079143
20240918_lingma-agent_lingma-swe-gpt-72b,-1.1533295
20240918_lingma-agent_lingma-swe-gpt-7b,-2.232206
20241002_lingma-agent_lingma-swe-gpt-72b,-0.93939763
20241002_lingma-agent_lingma-swe-gpt-7b,-1.5600939
20241007_nfactorial,-0.78280675
20241016_composio_swekit,-0.40401673
20241016_epam-ai-run-gpt-4o,-1.0303233
20241025_composio_swekit,-0.076319925
20241028_agentless-1.5_gpt4o,-0.4776629
20241029_OpenHands-CodeAct-2.1-sonnet-20241022,0.09831006
20241029_epam-ai-run-claude-3-5-sonnet,-0.4388847
20241030_nfactorial,-0.35964173
20241105_nfactorial,-0.018242786
20241106_navie-2-gpt4o-sonnet,-0.107878454
20241108_autocoderover-v2.0-claude-3-5-sonnet-20241022,-0.15016402
20241108_devlo,0.18134126
20241113_nebius-search-open-weight-models-11-24,-0.39345536
20241125_enginelabs,0.041469805
20241125_marscode-agent-dev,-0.02003757
20241202_agentless-1.5_claude-3.5-sonnet-20241022,0.045208443
20241212_epam-ai-run-claude-3-5-sonnet,0.22290586
20241213_devlo,0.3422256
20241221_codestory_midwit_claude-3-5-sonnet_swe-search,0.56791997
20250110_blackboxai_agent_v1.1,0.56595665
20250110_learn_by_interact_claude3.5,0.471122
20250117_wandb_programmer_o1_crosscheck5,0.6734723
20250118_codeshellagent_gemini_2.0_flash_experimental,-0.23652056
20250122_autocoderover-v2.1-claude-3-5-sonnet-20241022,0.0537313
20250203_openhands_4x_scaled,0.4746149
20250226_swerl_llama3_70b,-0.34039795
20250228_epam-ai-run-claude-3-5-sonnet,0.57546765
20250410_cortexa,0.3491569
20250415_openhands,0.6798029
20250503_patchpilot-v1.1-o4-mini,0.6602601
20250511_sweagent_lm_32b,-0.41904038
20250515_Refact_Agent,0.89874744
20250516_cortexa_o3,0.81372887
20250519_devlo,0.9334421
20250519_trae,0.88838327
20250520_openhands_devstral_small,-0.14381604
20250522_sweagent_claude-4-sonnet-20250514,0.73865306
20250524_openhands_claude_4_sonnet,0.90588593
20250527_amazon.nova-premier-v1.0,-0.33341855
20250528_patchpilot_Co-PatcheR,-0.17384513
20250603_Refact_Agent_claude-4-sonnet,1.1003163
20250611_moatless_claude-4-sonnet-20250514,0.9682423
20250612_trae,1.1639954
20250616_Skywork-SWE-32B,-0.53588253
20250616_Skywork-SWE-32B+TTS_Bo8,-0.15270278
20250627_agentless_MCTS-Refine-7B,-1.2358027
20250710_bloop,0.9614645
20250716_openhands_kimi_k2,0.65152794
20250728_zai_glm4-5,0.612642
20250804_codesweep_sweagent_kimi_k2_instruct,0.11076706
20250804_epam-ai-run-claude-4-sonnet,1.262601
