agent_id,theta
20240402_sweagent_claude3opus,-1.6981553
20240402_sweagent_gpt4,-1.2548512
20240612_MASAI_gpt4o,-0.70741475
20240620_sweagent_claude3.5sonnet,-0.6687302
20240721_amazon-q-developer-agent-20240719-dev,-0.45851713
20240728_sweagent_gpt4o,-1.1829702
20240820_epam-ai-run-gpt-4o,-1.1624537
20240820_honeycomb,-0.4200418
20240918_lingma-agent_lingma-swe-gpt-72b,-1.1125438
20240918_lingma-agent_lingma-swe-gpt-7b,-2.195881
20241002_lingma-agent_lingma-swe-gpt-72b,-0.9146373
20241002_lingma-agent_lingma-swe-gpt-7b,-1.5257992
20241007_nfactorial,-0.7601
20241016_composio_swekit,-0.3992576
20241016_epam-ai-run-gpt-4o,-1.0046147
20241025_composio_swekit,-0.10380904
20241028_agentless-1.5_gpt4o,-0.44880807
20241029_OpenHands-CodeAct-2.1-sonnet-20241022,0.0776671
20241029_epam-ai-run-claude-3-5-sonnet,-0.43295455
20241030_nfactorial,-0.34519285
20241105_nfactorial,-0.0044679423
20241106_navie-2-gpt4o-sonnet,-0.09436627
20241108_autocoderover-v2.0-claude-3-5-sonnet-20241022,-0.16161105
20241108_devlo,0.1562048
20241113_nebius-search-open-weight-models-11-24,-0.39094114
20241125_enginelabs,0.013239787
20241125_marscode-agent-dev,-0.056018706
20241202_agentless-1.5_claude-3.5-sonnet-20241022,0.040755723
20241212_epam-ai-run-claude-3-5-sonnet,0.17899182
20241213_devlo,0.33486432
20241221_codestory_midwit_claude-3-5-sonnet_swe-search,0.5241463
20250110_blackboxai_agent_v1.1,0.5501289
20250110_learn_by_interact_claude3.5,0.4590082
20250117_wandb_programmer_o1_crosscheck5,0.634952
20250118_codeshellagent_gemini_2.0_flash_experimental,-0.2671343
20250122_autocoderover-v2.1-claude-3-5-sonnet-20241022,0.044649057
20250203_openhands_4x_scaled,0.4401952
20250226_swerl_llama3_70b,-0.31999642
20250228_epam-ai-run-claude-3-5-sonnet,0.53824824
20250410_cortexa,0.33108935
20250415_openhands,0.63970554
20250503_patchpilot-v1.1-o4-mini,0.65181583
20250511_sweagent_lm_32b,-0.4380807
20250515_Refact_Agent,0.85622746
20250516_cortexa_o3,0.7850898
20250519_devlo,0.91170824
20250519_trae,0.8322034
20250520_openhands_devstral_small,-0.1637721
20250522_sweagent_claude-4-sonnet-20250514,0.682756
20250524_openhands_claude_4_sonnet,0.8567586
20250527_amazon.nova-premier-v1.0,-0.34709352
20250528_patchpilot_Co-PatcheR,-0.17716324
20250603_Refact_Agent_claude-4-sonnet,1.0136745
20250611_moatless_claude-4-sonnet-20250514,0.93254906
20250612_trae,1.1031289
20250616_Skywork-SWE-32B,-0.5583361
20250616_Skywork-SWE-32B+TTS_Bo8,-0.18317127
20250627_agentless_MCTS-Refine-7B,-1.1966115
20250710_bloop,0.8966497
20250716_openhands_kimi_k2,0.6028639
20250728_zai_glm4-5,0.5584538
20250804_codesweep_sweagent_kimi_k2_instruct,0.078072965
20250804_epam-ai-run-claude-4-sonnet,1.2204942
