subject_id,theta
forge_code_gemini_3_1_pro,3.8388924598693848
droid_gpt_5_3_codex,3.2361254692077637
simple_codex_gpt_5_3_codex,3.402156114578247
terminus_kira_gemini_3_1_pro,3.5662052631378174
terminus_kira_claude_opus_4_6,3.8620333671569824
tongagents_claude_opus_4_6,3.429687023162842
codebrain_1_gpt_5_3_codex,2.643892288208008
droid_claude_opus_4_6,2.340430736541748
ante_gemini_3_pro,2.650594711303711
mux_gpt_5_3_codex,2.2031588554382324
crux_claude_opus_4_6,2.8055195808410645
mux_claude_opus_4_6,2.5150392055511475
deep_agents_gpt_5_2_codex,2.0173237323760986
sageagent_gemini_3_pro,2.3159003257751465
droid_gpt_5_2,2.5119643211364746
terminus_2_gpt_5_3_codex,1.8714258670806885
junie_cli_gemini_3_flash,2.123262643814087
droid_claude_opus_4_5,1.9330366849899292
codex_cli_gpt_5_2,1.9118318557739258
terminus_2_claude_opus_4_6,2.0264556407928467
codebrain_1_gemini_3_pro,1.8549535274505615
ii_agent_gemini_3_pro,2.20802640914917
"warp_claude_haiku_4_5_at_anthropic,gpt_5_2_at_openai",1.3501731157302856
droid_gemini_3_pro,2.541994333267212
mux_gpt_5_2,1.3530585765838623
codex_cli_gpt_5_1_codex_max,1.8898158073425293
"warp_claude_haiku_4_5_20251001_at_anthropic,gemini_3_pro_preview_at_google,gpt_5_nano_at_openai",1.9847520589828491
letta_code_claude_opus_4_5,1.496931552886963
mux_claude_opus_4_5,1.313497543334961
abacus_ai_desktop_multiple,1.0583442449569702
claude_code_claude_opus_4_6,1.5109833478927612
terminus_2_claude_opus_4_5,1.5823673009872437
crux_gpt_5_1_codex,0.9995110630989075
terminus_2_gemini_3_pro,1.7224915027618408
letta_code_gemini_3_pro,1.4827678203582764
goose_claude_opus_4_5,0.9506856799125671
terminus_2_gpt_5_2,0.7600057125091553
letta_code_gpt_5_1_codex,0.8042587041854858
terminus_2_glm_5,0.8177317976951599
claude_code_claude_opus_4_5,0.751654326915741
openhands_claude_opus_4_5,1.2467397451400757
opencode_claude_opus_4_5,0.8573117852210999
terminus_2_gemini_3_flash,1.0575613975524902
gemini_cli_gemini_3_flash,0.8533894419670105
"warp_claude_haiku_4_5_20251001_at_anthropic,claude_sonnet_4_5_20250929_at_anthropic,gpt_5_nano_at_openai",0.483549028635025
codex_cli_gpt_5,0.882519543170929
terminus_2_gpt_5_1,0.7369018793106079
camel_ai_claude_sonnet_4_5,0.850396454334259
codex_cli_gpt_5_codex,0.3089791238307953
openhands_gpt_5,0.5406093001365662
terminus_2_gpt_5_codex,0.3013075590133667
terminus_2_kimi_k2_5,0.3235629200935364
goose_claude_sonnet_4_5,0.5259208083152771
crux_gpt_5_1_codex_mini,-0.009606005623936653
terminus_2_claude_sonnet_4_5,0.2940545082092285
maya_claude_4_5_sonnet,0.07945334166288376
openhands_claude_sonnet_4_5,0.03941421955823898
mini_swe_agent_claude_sonnet_4_5,0.2801353633403778
terminus_2_minimax_m2_5,-0.10271789133548737
mini_swe_agent_gpt_5_codex,-0.12299319356679916
claude_code_claude_sonnet_4_5,0.06789759546518326
terminus_2_deepseek_v3_2,-0.3678998649120331
terminus_2_claude_opus_4_1,-0.6044004559516907
openhands_claude_opus_4_1,-0.22359015047550201
terminus_2_gpt_5_1_codex,-0.704290509223938
crux_minimax_m2_1,-0.5916617512702942
terminus_2_kimi_k2_thinking,-0.3927444517612457
goose_claude_haiku_4_5,-0.5487395524978638
terminus_2_gpt_5,-0.6061345934867859
mini_swe_agent_claude_opus_4_1,-0.21714316308498383
spoox_m_gpt_5_mini,-0.7584378123283386
claude_code_claude_opus_4_1,-0.41516152024269104
mini_swe_agent_gpt_5,-0.6449764966964722
terminus_2_glm_4_7,-0.9779890775680542
crux_glm_4_7,-1.002941608428955
terminus_2_gemini_2_5_pro,-1.0737457275390625
codex_cli_gpt_5_mini,-0.8870287537574768
terminus_2_minimax_m2,-1.2444877624511719
mini_swe_agent_claude_haiku_4_5,-0.9175155162811279
openhands_gpt_5_mini,-1.0051525831222534
terminus_2_minimax_m2_1,-1.302524447441101
terminus_2_claude_haiku_4_5,-1.3826764822006226
terminus_2_kimi_k2_instruct,-0.8647627234458923
claude_code_claude_haiku_4_5,-1.2697168588638306
openhands_grok_4,-1.0454953908920288
dakou_agent_qwen_3_coder_480b,-1.4022575616836548
openhands_kimi_k2_instruct,-1.1293020248413086
mini_swe_agent_gemini_2_5_pro,-1.3312355279922485
mini_swe_agent_grok_code_fast_1,-1.5378286838531494
openhands_qwen_3_coder_480b,-1.9075798988342285
mini_swe_agent_grok_4,-1.7615752220153809
terminus_2_glm_4_6,-1.9426484107971191
terminus_2_gpt_5_mini,-1.7546792030334473
terminus_2_qwen_3_coder_480b,-1.7481439113616943
terminus_2_grok_4,-1.5453214645385742
mini_swe_agent_gpt_5_mini,-1.6330736875534058
gemini_cli_gemini_2_5_pro,-2.0290493965148926
terminus_2_gpt_oss_120b,-2.125912666320801
mini_swe_agent_gemini_2_5_flash,-2.652214288711548
terminus_2_gemini_2_5_flash,-2.761657476425171
openhands_gemini_2_5_pro,-2.5946409702301025
openhands_gemini_2_5_flash,-2.7619993686676025
gemini_cli_gemini_2_5_flash,-2.3881969451904297
mini_swe_agent_gpt_oss_120b,-2.96903920173645
terminus_2_grok_code_fast_1,-2.9772400856018066
openhands_claude_haiku_4_5,-3.086282253265381
codex_cli_gpt_5_nano,-4.583098888397217
openhands_gpt_5_nano,-3.340609550476074
terminus_2_gpt_5_nano,-3.657048225402832
mini_swe_agent_gpt_5_nano,-4.567224979400635
mini_swe_agent_gpt_oss_20b,-5.520169258117676
terminus_2_gpt_oss_20b,-7.001546382904053
