item_id,b
NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5,0.5588120818138123
NodeBB__NodeBB-05f2236193f407cf8e2072757fbd6bb170bc13f0,-1.646347999572754
NodeBB__NodeBB-087e6020e490b4a1759f38c1ad03869511928263,1.6347864866256714
NodeBB__NodeBB-0c81642997ea1d827dbd02c311db9d4976112cd4,-1.2694029808044434
NodeBB__NodeBB-0e07f3c9bace416cbab078a30eae972868c0a8a3,0.6724039316177368
NodeBB__NodeBB-18c45b44613aecd53e9f60457b9812049ab2998d,1.7063497304916382
NodeBB__NodeBB-1ea9481af6125ffd6da0592ed439aa62af0bca11,-0.0436423122882843
NodeBB__NodeBB-22368b996ee0e5f11a5189b400b33af3cc8d925a,-2.263801097869873
NodeBB__NodeBB-2657804c1fb6b84dc76ad3b18ecf061aaab5f29f,0.622982919216156
NodeBB__NodeBB-397835a05a8e2897324e566b41c5e616e172b4af,-2.7772488594055176
NodeBB__NodeBB-4327a09d76f10a79109da9d91c22120428d3bdb9,-4.384997367858887
NodeBB__NodeBB-445b70deda20201b7d9a68f7224da751b3db728c,1.5737780332565308
NodeBB__NodeBB-6489e9fd9ed16ea743cc5627f4d86c72fbdb3a8a,-1.2405972480773926
NodeBB__NodeBB-70b4a0e2aebebe8f2f559de6680093d96a697b2f,-2.6913270950317383
NodeBB__NodeBB-767973717be700f46f06f3e7f4fc550c63509046,-1.192585825920105
NodeBB__NodeBB-76c6e30282906ac664f2c9278fc90999b27b1f48,-2.716090679168701
NodeBB__NodeBB-8168c6c40707478f71b8af60300830fe554c778c,1.4441183805465698
NodeBB__NodeBB-82562bec444940608052f3e4149e0c61ec80bf3f,-2.003114700317383
NodeBB__NodeBB-84dfda59e6a0e8a77240f939a7cb8757e6eaf945,1.7308635711669922
NodeBB__NodeBB-84e065752f6d7fbe5c08cbf50cb173ffb866b8fa,-1.2369215488433838
NodeBB__NodeBB-8ca65b0c78c67c1653487c02d1135e1b702185e1,-0.6910274028778076
NodeBB__NodeBB-97c8569a798075c50e93e585ac741ab55cb7c28b,-0.15277767181396484
NodeBB__NodeBB-9c576a0758690f45a6ca03b5884c601e473bf2c1,1.56253981590271
NodeBB__NodeBB-a5afad27e52fd336163063ba40dcadc80233ae10,0.6482405066490173
NodeBB__NodeBB-a917210c5b2c20637094545401f85783905c074c,1.844452142715454
NodeBB__NodeBB-b1f9ad5534bb3a44dab5364f659876a4b7fe34c1,-3.5339205265045166
NodeBB__NodeBB-b398321a5eb913666f903a794219833926881a8f,-1.2686288356781006
