task_id,beta
astropy__astropy-12907,-0.49162877
astropy__astropy-13033,4.1431327
astropy__astropy-13236,2.4570532
astropy__astropy-13398,6.919311
astropy__astropy-13453,0.5020872
astropy__astropy-13579,-0.78714675
astropy__astropy-13977,6.9254975
astropy__astropy-14096,-1.0870672
astropy__astropy-14182,4.14427
astropy__astropy-14309,-2.9933057
astropy__astropy-14365,3.0314898
astropy__astropy-14369,2.095383
astropy__astropy-14508,-0.018518014
astropy__astropy-14539,-0.92418766
astropy__astropy-14598,4.1250825
astropy__astropy-14995,-1.6827985
astropy__astropy-7166,-1.0870055
astropy__astropy-7336,-2.2308009
astropy__astropy-7606,3.0214465
astropy__astropy-7671,-1.5428491
astropy__astropy-8707,4.1392307
astropy__astropy-8872,3.4271607
django__django-10097,0.76193553
django__django-10554,6.906144
django__django-10880,-1.078027
django__django-10914,-1.6627709
django__django-10973,-1.2527755
django__django-10999,6.914088
django__django-11066,-3.4027693
django__django-11087,6.9379964
django__django-11095,-2.0901372
django__django-11099,-3.4116042
django__django-11119,-3.4076493
django__django-11133,-2.4374442
django__django-11138,4.122991
django__django-11141,2.1048965
django__django-11149,1.0725352
django__django-11163,-2.9902983
django__django-11179,-1.6793262
django__django-11206,1.2643075
django__django-11211,-0.76761264
django__django-11239,1.008704
django__django-11265,0.82723796
django__django-11276,-1.2577986
django__django-11292,-1.3516288
django__django-11299,0.6112706
django__django-11333,0.4294488
django__django-11400,6.931572
django__django-11433,2.7101374
django__django-11451,-1.0651336
django__django-11477,3.4241815
django__django-11490,1.0163366
django__django-11532,0.275333
django__django-11551,-2.4610393
django__django-11555,0.7652658
django__django-11603,-2.251938
django__django-11728,3.4289215
django__django-11734,4.136794
django__django-11740,0.27941915
django__django-11749,-1.1626709
django__django-11790,1.5609363
django__django-11815,-0.550012
django__django-11820,4.1338215
django__django-11848,1.1626774
django__django-11880,-2.9942122
django__django-11885,4.1348057
django__django-11951,-1.5628314
django__django-11964,0.78083575
django__django-11999,-1.4462831
django__django-12039,0.056407817
django__django-12050,-1.929078
django__django-12125,0.39142358
django__django-12143,-3.412665
django__django-12155,-4.119257
django__django-12193,-0.33767593
django__django-12209,-1.4442992
django__django-12262,-0.1702703
django__django-12273,1.6738932
django__django-12276,-1.4624817
django__django-12304,-0.16592817
django__django-12308,2.0757298
django__django-12325,1.9431503
django__django-12406,6.9182587
django__django-12419,-2.983057
django__django-12663,0.58000726
django__django-12708,-0.3571611
django__django-12713,-1.241752
django__django-12741,-0.5038764
django__django-12754,0.6176698
django__django-12774,0.36607498
django__django-12858,-0.48267037
django__django-12965,0.85646355
django__django-13012,-0.39996156
django__django-13023,0.1630626
django__django-13028,-0.9272861
django__django-13033,-0.17026238
django__django-13089,-2.446209
django__django-13109,-2.991835
django__django-13112,0.7642733
django__django-13121,0.41732594
django__django-13128,0.6240697
django__django-13158,-0.095815
django__django-13195,6.9191165
django__django-13212,6.9149117
django__django-13279,-0.29666525
django__django-13297,0.7446702
django__django-13315,-0.2836986
django__django-13343,-0.62764055
django__django-13344,6.9311805
django__django-13346,0.7607066
django__django-13363,-2.2570503
django__django-13401,-0.34955126
django__django-13406,0.27867913
django__django-13410,-2.6956055
django__django-13417,-1.5512742
django__django-13449,0.36113998
django__django-13512,0.99371326
django__django-13513,6.9297333
django__django-13516,-1.6694453
django__django-13551,1.0129423
django__django-13568,0.9385786
django__django-13569,-0.7784718
