task_id,beta
astropy__astropy-12907,-0.40819582
astropy__astropy-13033,4.161328
astropy__astropy-13236,2.4834316
astropy__astropy-13398,6.95775
astropy__astropy-13453,0.53872997
astropy__astropy-13579,-0.6774355
astropy__astropy-13977,6.951089
astropy__astropy-14096,-0.9708098
astropy__astropy-14182,4.1625533
astropy__astropy-14309,-3.0268958
astropy__astropy-14365,3.025979
astropy__astropy-14369,2.1191916
astropy__astropy-14508,0.022128394
astropy__astropy-14539,-0.8208022
astropy__astropy-14598,4.1706386
astropy__astropy-14995,-1.7209135
astropy__astropy-7166,-1.1190137
astropy__astropy-7336,-2.289932
astropy__astropy-7606,3.0244455
astropy__astropy-7671,-1.6004119
astropy__astropy-8707,4.1896763
astropy__astropy-8872,3.4476724
django__django-10097,0.81021404
django__django-10554,6.957129
django__django-10880,-1.122759
django__django-10914,-1.7101808
django__django-10973,-1.1336112
django__django-10999,6.966687
django__django-11066,-3.448196
django__django-11087,6.9470596
django__django-11095,-2.1226003
django__django-11099,-3.4661787
django__django-11119,-3.4579756
django__django-11133,-2.495523
django__django-11138,4.17813
django__django-11141,2.1137931
django__django-11149,1.1231855
django__django-11163,-3.0347831
django__django-11179,-1.7129793
django__django-11206,1.1291839
django__django-11211,-0.6796016
django__django-11239,1.0418537
django__django-11265,0.8846538
django__django-11276,-1.302343
django__django-11292,-1.3937309
django__django-11299,0.66784483
django__django-11333,0.46487522
django__django-11400,6.968435
django__django-11433,2.7234392
django__django-11451,-1.1169709
django__django-11477,3.4580998
django__django-11490,1.0435178
django__django-11532,0.33845034
django__django-11551,-2.4946728
django__django-11555,0.806819
django__django-11603,-2.2901506
django__django-11728,3.4514532
django__django-11734,4.160819
django__django-11740,0.34321523
django__django-11749,-1.0444983
django__django-11790,1.401825
django__django-11815,-0.47468302
django__django-11820,4.2099724
django__django-11848,1.2052524
django__django-11880,-3.052994
django__django-11885,4.176558
django__django-11951,-1.5936154
django__django-11964,0.81312764
django__django-11999,-1.4943104
django__django-12039,0.07446362
django__django-12050,-1.9764601
django__django-12125,0.46531904
django__django-12143,-3.4560385
django__django-12155,-4.195093
django__django-12193,-0.29170117
django__django-12209,-1.4947884
django__django-12262,-0.10652471
django__django-12273,1.6985794
django__django-12276,-1.4863514
django__django-12304,-0.10810752
django__django-12308,2.119298
django__django-12325,1.9593341
django__django-12406,6.962394
django__django-12419,-3.029423
django__django-12663,0.61551833
django__django-12708,-0.2864906
django__django-12713,-1.3014685
django__django-12741,-0.41378295
django__django-12754,0.67496365
django__django-12774,0.40424833
django__django-12858,-0.40911832
django__django-12965,0.88441914
django__django-13012,-0.3432004
django__django-13023,0.22092968
django__django-13028,-0.96709794
django__django-13033,-0.089830026
django__django-13089,-2.4882183
django__django-13109,-3.035271
django__django-13112,0.8122305
django__django-13121,0.4681117
django__django-13128,0.668997
django__django-13158,-0.03961511
django__django-13195,6.9751606
django__django-13212,6.9794803
django__django-13279,-0.22397897
django__django-13297,0.80572
django__django-13315,-0.2257472
django__django-13343,-0.6687582
django__django-13344,6.9514194
django__django-13346,0.80639535
django__django-13363,-2.2914789
django__django-13401,-0.41456574
django__django-13406,0.33104783
django__django-13410,-2.7296047
django__django-13417,-1.3994553
django__django-13449,0.2791069
django__django-13512,1.0432901
django__django-13513,6.951616
django__django-13516,-1.6994848
django__django-13551,0.88694185
django__django-13568,0.95155185
django__django-13569,-0.6721098
django__django-13590,-0.59998214
django__django-13658,-4.1713057
django__django-13670,-2.1301801
django__django-13741,-2.7397363
django__django-13786,-1.9758099
django__django-13794,2.726064
django__django-13807,1.2116934
django__django-13809,-0.8830286
django__django-13810,-0.7409792
django__django-13820,-2.4862425
django__django-13821,-1.962319
django__django-13837,-1.1286452
django__django-13925,0.6692799
django__django-13933,-1.3808157
django__django-13964,0.40252796
django__django-14007,-0.34161383
django__django-14011,6.9701285
django__django-14017,0.015691651
django__django-14034,6.960635
django__django-14053,-0.88930434
django__django-14089,-3.4585972
django__django-14122,-0.2946148
django__django-14140,0.9562914
django__django-14155,6.9628315
django__django-14170,6.9577613
django__django-14238,-1.487797
django__django-14311,0.736085
django__django-14315,3.4619977
django__django-14349,-1.5998158
django__django-14351,0.68036866
django__django-14373,-6.958549
django__django-14376,1.9544095
django__django-14404,1.1176554
django__django-14434,-0.5305219
django__django-14493,-1.1358702
django__django-14500,-0.8913745
django__django-14534,3.0252202
django__django-14539,-1.4022052
django__django-14559,-0.74543476
django__django-14580,0.473311
django__django-14608,-0.75522566
django__django-14631,0.88284254
django__django-14672,-2.2961478
django__django-14725,3.4528337
django__django-14752,-3.0332954
django__django-14765,-2.5105062
django__django-14771,0.15558968
django__django-14787,-1.3098673
django__django-14792,6.9628196
django__django-14855,-4.19422
django__django-14915,-2.7269838
django__django-14999,-0.17028655
django__django-15022,-0.09435762
django__django-15037,0.4104894
django__django-15098,4.185973
django__django-15103,-0.41593733
django__django-15104,-4.208607
django__django-15127,1.6085774
django__django-15128,0.15231164
django__django-15161,0.3429478
django__django-15252,6.9599276
django__django-15268,0.5992558
django__django-15277,-3.450716
django__django-15278,-0.88872546
django__django-15280,4.1715484
django__django-15315,-1.8451349
django__django-15368,-2.4914634
django__django-15375,0.66807884
django__django-15380,-1.0400062
django__django-15382,-0.16878557
django__django-15467,-4.1830163
django__django-15499,-1.4958138
django__django-15503,2.2810736
django__django-15525,0.009615744
django__django-15554,2.1128392
django__django-15561,-1.1248305
django__django-15563,2.1209886
django__django-15569,-2.4911146
django__django-15572,-1.1319423
django__django-15629,6.98049
django__django-15695,3.453813
django__django-15731,-2.2931776
django__django-15732,2.4916635
django__django-15741,-2.2879436
django__django-15814,-0.7339012
django__django-15851,-1.8396461
django__django-15863,-0.964795
django__django-15916,0.87971306
django__django-15930,-0.04034058
django__django-15957,6.964866
django__django-15973,6.9457273
django__django-15987,-0.9001258
django__django-16032,0.28211883
django__django-16082,-0.28255442
django__django-16100,-0.5394657
django__django-16116,-0.88027066
django__django-16136,-0.81174624
django__django-16139,-3.0304513
django__django-16145,-1.7095284
django__django-16255,-3.4563427
django__django-16256,6.9582586
django__django-16263,6.9621887
django__django-16315,0.948149
django__django-16333,-3.0285718
django__django-16429,-3.031414
django__django-16454,1.2100025
django__django-16485,-1.9700266
django__django-16493,-1.6181563
django__django-16502,6.9807534
django__django-16527,-6.960412
django__django-16560,1.7052336
django__django-16569,-3.449735
django__django-16595,-2.4887075
django__django-16612,-1.397739
django__django-16631,6.9712996
django__django-16642,-0.4225874
django__django-16661,0.21928053
django__django-16662,-1.5048426
django__django-16667,6.9708753
django__django-16801,-2.7241776
django__django-16819,-0.96340233
django__django-16877,0.39753544
django__django-16899,-0.9756011
django__django-16901,-0.75126064
django__django-16938,1.5974249
django__django-16950,2.290851
django__django-17029,-2.481736
django__django-17084,1.1164453
django__django-17087,-0.28349814
django__django-7530,-1.5190042
django__django-9296,-2.7369757
matplotlib__matplotlib-13989,-0.9706459
matplotlib__matplotlib-14623,0.8809338
matplotlib__matplotlib-20488,2.2864823
matplotlib__matplotlib-20676,1.5938036
matplotlib__matplotlib-20826,1.0378628
matplotlib__matplotlib-20859,-0.53865564
matplotlib__matplotlib-21568,6.955153
matplotlib__matplotlib-22719,-2.5016084
matplotlib__matplotlib-22865,0.87686557
matplotlib__matplotlib-22871,0.8762777
matplotlib__matplotlib-23299,2.73662
matplotlib__matplotlib-23314,-0.67152405
matplotlib__matplotlib-23412,-0.8816088
matplotlib__matplotlib-23476,6.9632034
matplotlib__matplotlib-24026,-1.1401016
matplotlib__matplotlib-24149,-0.89002717
matplotlib__matplotlib-24177,4.15944
matplotlib__matplotlib-24570,-1.0510619
matplotlib__matplotlib-24627,0.086084574
matplotlib__matplotlib-24637,-0.037847005
matplotlib__matplotlib-24870,6.961738
matplotlib__matplotlib-24970,-1.4883308
matplotlib__matplotlib-25122,-1.5996144
matplotlib__matplotlib-25287,-1.4895027
matplotlib__matplotlib-25311,0.4656706
matplotlib__matplotlib-25332,0.0939846
matplotlib__matplotlib-25479,6.966834
matplotlib__matplotlib-25775,0.3359387
matplotlib__matplotlib-25960,3.4607766
matplotlib__matplotlib-26113,-1.8330864
matplotlib__matplotlib-26208,4.1561484
matplotlib__matplotlib-26291,0.13843268
matplotlib__matplotlib-26342,-0.8972273
matplotlib__matplotlib-26466,6.970251
mwaskom__seaborn-3069,1.2099717
mwaskom__seaborn-3187,2.4869328
pallets__flask-5014,-2.7423608
psf__requests-1142,-0.1672582
psf__requests-1724,-0.6052118
psf__requests-1766,-1.2071183
psf__requests-1921,-0.28864774
psf__requests-2317,-0.6696581
psf__requests-2931,1.2086393
psf__requests-5414,0.15752746
psf__requests-6028,4.1633515
pydata__xarray-2905,-0.16419688
pydata__xarray-3095,0.20950767
pydata__xarray-3151,-0.7536313
pydata__xarray-3305,-0.673272
pydata__xarray-3677,-1.9880595
pydata__xarray-3993,0.5275977
pydata__xarray-4075,-3.0343978
pydata__xarray-4094,0.4634598
pydata__xarray-4356,-1.7151343
pydata__xarray-4629,-4.1616044
pydata__xarray-4687,1.824371
pydata__xarray-4695,0.52884567
pydata__xarray-4966,-1.7148967
pydata__xarray-6461,-0.82221663
pydata__xarray-6599,0.671453
pydata__xarray-6721,0.13988304
pydata__xarray-6744,0.27649635
pydata__xarray-6938,2.7285836
pydata__xarray-6992,6.963352
pydata__xarray-7229,6.95307
pydata__xarray-7233,-1.3789852
pydata__xarray-7393,0.5231056
pylint-dev__pylint-4551,6.9698706
pylint-dev__pylint-4604,6.964106
pylint-dev__pylint-4661,6.968808
pylint-dev__pylint-4970,1.4833599
pylint-dev__pylint-6386,1.4806225
pylint-dev__pylint-6528,0.6699013
pylint-dev__pylint-6903,-6.9529424
pylint-dev__pylint-7080,1.7071282
pylint-dev__pylint-7277,-1.3920301
pylint-dev__pylint-8898,2.1150935
pytest-dev__pytest-10051,1.3877913
pytest-dev__pytest-10081,-0.69143265
pytest-dev__pytest-10356,6.9705772
pytest-dev__pytest-5262,-0.6740035
pytest-dev__pytest-5631,-0.81787586
pytest-dev__pytest-5787,1.5907825
pytest-dev__pytest-5809,-4.1880693
pytest-dev__pytest-5840,6.9517817
pytest-dev__pytest-6197,1.8254038
pytest-dev__pytest-6202,-4.1763773
pytest-dev__pytest-7205,-1.0462981
pytest-dev__pytest-7236,-0.22335182
pytest-dev__pytest-7324,1.4857627
pytest-dev__pytest-7432,-0.6082659
pytest-dev__pytest-7490,0.34050536
