task_id,beta
astropy__astropy-12907,-0.48625523
astropy__astropy-13033,4.130873
astropy__astropy-13236,2.4438882
astropy__astropy-13398,6.94802
astropy__astropy-13453,0.49055803
astropy__astropy-13579,-0.7573587
astropy__astropy-13977,6.9512377
astropy__astropy-14096,-1.0777696
astropy__astropy-14182,4.1353254
astropy__astropy-14309,-3.000147
astropy__astropy-14365,3.0074537
astropy__astropy-14369,2.0788655
astropy__astropy-14508,-0.022572782
astropy__astropy-14539,-0.9065478
astropy__astropy-14598,4.1273007
astropy__astropy-14995,-1.6744033
astropy__astropy-7166,-1.076664
astropy__astropy-7336,-2.2475054
astropy__astropy-7606,2.9937665
astropy__astropy-7671,-1.5439858
astropy__astropy-8707,4.134906
astropy__astropy-8872,3.421055
django__django-10097,0.7463139
django__django-10554,6.9345655
django__django-10880,-1.0727448
django__django-10914,-1.6715587
django__django-10973,-1.2566669
django__django-10999,6.929095
django__django-11066,-3.4204094
django__django-11087,6.94259
django__django-11095,-2.0914478
django__django-11099,-3.4126697
django__django-11119,-3.4203675
django__django-11133,-2.4446576
django__django-11138,4.1328306
django__django-11141,2.077162
django__django-11149,1.0619197
django__django-11163,-2.9964228
django__django-11179,-1.6762866
django__django-11206,1.2518651
django__django-11211,-0.76953816
django__django-11239,0.9929662
django__django-11265,0.83028674
django__django-11276,-1.2560748
django__django-11292,-1.3573864
django__django-11299,0.6194769
django__django-11333,0.42325974
django__django-11400,6.944262
django__django-11433,2.695049
django__django-11451,-1.0742372
django__django-11477,3.413372
django__django-11490,1.0002424
django__django-11532,0.29112127
django__django-11551,-2.4481843
django__django-11555,0.76090205
django__django-11603,-2.26179
django__django-11728,3.4228096
django__django-11734,4.1248827
django__django-11740,0.2796716
django__django-11749,-1.1667111
django__django-11790,1.5446187
django__django-11815,-0.56650114
django__django-11820,4.125928
django__django-11848,1.1592344
django__django-11880,-3.007726
django__django-11885,4.125659
django__django-11951,-1.5590688
django__django-11964,0.7724531
django__django-11999,-1.4348143
django__django-12039,0.029994678
django__django-12050,-1.9229652
django__django-12125,0.40734756
django__django-12143,-3.419617
django__django-12155,-4.125424
django__django-12193,-0.34240273
django__django-12209,-1.4358422
django__django-12262,-0.1740904
django__django-12273,1.6565356
django__django-12276,-1.4564435
django__django-12304,-0.1604847
django__django-12308,2.0620918
django__django-12325,1.9279748
django__django-12406,6.9422565
django__django-12419,-2.9890428
django__django-12663,0.5593587
django__django-12708,-0.36349422
django__django-12713,-1.2477933
django__django-12741,-0.49819794
django__django-12754,0.61310744
django__django-12774,0.35713905
django__django-12858,-0.48478338
django__django-12965,0.8374181
django__django-13012,-0.4109928
django__django-13023,0.14916404
django__django-13028,-0.9132941
django__django-13033,-0.16073276
django__django-13089,-2.446049
django__django-13109,-2.9928043
django__django-13112,0.7747448
django__django-13121,0.41459903
django__django-13128,0.630923
django__django-13158,-0.090936
django__django-13195,6.9183693
django__django-13212,6.9162316
django__django-13279,-0.28446424
django__django-13297,0.77064854
django__django-13315,-0.28908548
django__django-13343,-0.6152992
django__django-13344,6.9232297
django__django-13346,0.76159155
django__django-13363,-2.246089
django__django-13401,-0.35554448
django__django-13406,0.28750247
django__django-13410,-2.6873853
django__django-13417,-1.5623256
django__django-13449,0.3599603
django__django-13512,0.98331076
django__django-13513,6.9354253
django__django-13516,-1.666266
django__django-13551,0.99078965
django__django-13568,0.9230996
django__django-13569,-0.77166545
django__django-13590,-0.55344594
django__django-13658,-4.173044
django__django-13670,-2.457385
django__django-13741,-2.6923769
django__django-13786,-2.0676677
django__django-13794,2.6840873
django__django-13807,1.1598611
django__django-13809,-0.8414559
django__django-13810,-0.8492238
django__django-13820,-2.4472635
django__django-13821,-1.9306592
django__django-13837,-1.1594971
django__django-13925,0.62852
django__django-13933,-1.3550088
django__django-13964,0.35943905
django__django-14007,-0.42232364
django__django-14011,6.9307523
django__django-14017,-0.028798098
django__django-14034,6.9491653
django__django-14053,-0.99395293
django__django-14089,-3.437518
django__django-14122,-0.3561428
django__django-14140,0.9229426
django__django-14155,6.9255147
django__django-14170,6.924473
django__django-14238,-1.6704646
django__django-14311,0.6931679
django__django-14315,3.423254
django__django-14349,-1.561517
django__django-14351,0.6119906
django__django-14373,-6.9463735
django__django-14376,1.9200493
django__django-14404,1.0817556
django__django-14434,-0.48014504
django__django-14493,-1.2586337
django__django-14500,-0.8445391
django__django-14534,2.999755
django__django-14539,-1.5569246
django__django-14559,-0.84231424
django__django-14580,0.42129773
django__django-14608,-0.8341744
django__django-14631,0.8380594
django__django-14672,-2.2487788
django__django-14725,3.4464147
django__django-14752,-3.0188963
django__django-14765,-3.000952
django__django-14771,0.10540735
django__django-14787,-1.4553434
django__django-14792,6.939657
django__django-14855,-4.1495886
django__django-14915,-2.684172
django__django-14999,-0.23125017
django__django-15022,-0.16429158
django__django-15037,0.36184782
django__django-15098,4.1226773
django__django-15103,-0.49527845
django__django-15104,-4.1488204
django__django-15127,1.7960873
django__django-15128,0.10042956
django__django-15161,0.40623364
django__django-15252,6.95038
django__django-15268,0.55314493
django__django-15277,-3.4247854
django__django-15278,-0.8460241
django__django-15280,4.145742
django__django-15315,-2.0747814
django__django-15368,-2.4576483
django__django-15375,0.6289302
django__django-15380,-1.0040376
django__django-15382,-0.22737508
django__django-15467,-4.1253414
django__django-15499,-1.4509522
django__django-15503,2.2610676
django__django-15525,-0.028704008
django__django-15554,2.084005
django__django-15561,-1.0868198
django__django-15563,2.092234
django__django-15569,-2.4470809
django__django-15572,-1.2435573
django__django-15629,6.9471817
django__django-15695,3.4264975
django__django-15731,-2.2481499
django__django-15732,2.4583902
django__django-15741,-2.241706
django__django-15814,-0.83696866
django__django-15851,-2.0828097
django__django-15863,-1.0157964
django__django-15916,0.8504711
django__django-15930,-0.08980786
django__django-15957,6.9190063
django__django-15973,6.947404
django__django-15987,-0.9822762
django__django-16032,0.2244432
django__django-16082,-0.22338715
django__django-16100,-0.56643504
django__django-16116,-0.9227882
django__django-16136,-0.7627592
django__django-16139,-2.991385
django__django-16145,-1.6589235
django__django-16255,-3.427687
django__django-16256,6.9222565
django__django-16263,6.933937
django__django-16315,0.9241871
django__django-16333,-2.997713
django__django-16429,-2.9901521
django__django-16454,1.1696427
django__django-16485,-1.9254831
django__django-16493,-1.7825806
django__django-16502,6.955683
django__django-16527,-6.9457107
django__django-16560,1.6547393
django__django-16569,-3.4241815
django__django-16595,-2.4527943
django__django-16612,-1.549318
django__django-16631,6.9405184
django__django-16642,-0.47676945
django__django-16661,0.1659026
django__django-16662,-1.6796511
django__django-16667,6.958524
django__django-16801,-2.6896956
