,a,b,a_std,b_std
astropy__astropy-12907,2.5849881172180176,-0.2982928156852722,0.43185997,0.0909088
astropy__astropy-13033,1.3803220987319946,3.8965578079223633,0.22877373,0.50290495
astropy__astropy-13236,0.8234373927116394,3.463204860687256,0.097387314,0.40185606
astropy__astropy-13398,2.31374192237854,4.141022682189941,0.4059226,0.616149
astropy__astropy-13453,2.4426755905151367,0.3448176383972168,0.313614,0.108165845
astropy__astropy-13579,2.6221566200256348,-0.5488855242729187,0.30997738,0.095173195
astropy__astropy-13977,2.206674575805664,4.375256538391113,0.45022818,0.71836674
astropy__astropy-14096,1.4502843618392944,-0.41400524973869324,0.2826296,0.1654761
astropy__astropy-14182,2.204219102859497,2.4426558017730713,0.32580435,0.20984441
astropy__astropy-14309,1.7933740615844727,-2.641404390335083,0.23606922,0.3321424
astropy__astropy-14365,1.8882710933685303,2.243361234664917,0.31939298,0.1907908
astropy__astropy-14369,2.362578868865967,1.789973258972168,0.20802578,0.13702384
astropy__astropy-14508,2.503101110458374,0.11777962744235992,0.3065827,0.10197765
astropy__astropy-14539,2.1515140533447266,-0.6165165901184082,0.31879547,0.11290233
astropy__astropy-14598,1.6353771686553955,2.9396233558654785,0.19949578,0.30586335
astropy__astropy-14995,2.0467352867126465,-1.3741751909255981,0.30252603,0.14724569
astropy__astropy-7166,1.551328420639038,-1.1183463335037231,0.1787608,0.22849682
astropy__astropy-7336,1.3272712230682373,-2.1279187202453613,0.16601266,0.32436472
astropy__astropy-7606,0.5150385499000549,4.962887763977051,0.07540613,0.512296
astropy__astropy-7671,0.9413488507270813,-1.8355066776275635,0.13761732,0.30951032
astropy__astropy-8707,0.783555269241333,3.8866536617279053,0.08893934,0.56097937
astropy__astropy-8872,0.8606221079826355,3.720238447189331,0.11016902,0.45476618
django__django-10097,0.6161466240882874,1.3024828433990479,0.12971169,0.34725726
django__django-10554,2.2734267711639404,4.355649948120117,0.40610278,0.4701188
django__django-10880,1.7349927425384521,-0.5698384046554565,0.25399756,0.14310478
django__django-10914,1.5554050207138062,-1.4527814388275146,0.25580445,0.19460386
django__django-10973,1.7548786401748657,-0.9075943231582642,0.2656674,0.19311514
django__django-10999,2.340701103210449,4.389083385467529,0.39447713,0.51191384
django__django-11066,2.097954511642456,-2.7563371658325195,0.29088792,0.34099042
django__django-11087,2.4971730709075928,4.698901653289795,0.403709,0.8306296
django__django-11095,2.678809881210327,-1.6291396617889404,0.38459218,0.1700928
django__django-11099,1.725097417831421,-2.823721170425415,0.23882608,0.31503278
django__django-11119,1.41379976272583,-2.745758056640625,0.17197952,0.36013424
django__django-11133,1.4732866287231445,-2.3531413078308105,0.20973001,0.29228672
django__django-11138,2.2574009895324707,2.3626410961151123,0.34979036,0.16966784
django__django-11141,1.1051427125930786,2.103825092315674,0.19441795,0.2291445
django__django-11149,1.5335805416107178,1.3390532732009888,0.24468523,0.14440897
django__django-11163,2.4172377586364746,-2.0880672931671143,0.28300038,0.19456871
django__django-11179,2.5719282627105713,-1.2684940099716187,0.39085028,0.16032027
django__django-11206,0.8872318267822266,1.4215046167373657,0.13462025,0.27319282
django__django-11211,2.62809419631958,-0.3997822403907776,0.36116266,0.08829592
django__django-11239,1.9222338199615479,0.9363943934440613,0.24989425,0.13597344
django__django-11265,0.9074099063873291,1.4280622005462646,0.1582926,0.3292274
django__django-11276,0.9859307408332825,-1.2180134057998657,0.10094646,0.28678897
django__django-11292,2.3585312366485596,-0.8957890272140503,0.34579667,0.14861985
django__django-11299,2.3684139251708984,0.46755293011665344,0.3309086,0.11853643
django__django-11333,2.6846609115600586,0.4039095938205719,0.29215956,0.107431516
django__django-11400,2.234088897705078,4.3036932945251465,0.4096079,0.7111443
django__django-11433,2.25445294380188,1.921496868133545,0.38238975,0.12212697
django__django-11451,1.4147287607192993,-1.157785177230835,0.18958825,0.2179353
django__django-11477,1.5144588947296143,4.143731117248535,0.20485467,0.46418172
django__django-11490,1.6696586608886719,0.899052619934082,0.25321835,0.14611462
django__django-11532,0.5838271379470825,0.6823514103889465,0.13227585,0.39062443
django__django-11551,1.9881294965744019,-1.4825851917266846,0.22907998,0.18571442
django__django-11555,1.5157850980758667,0.8163238167762756,0.23846361,0.18880792
django__django-11603,1.9405977725982666,-2.0440924167633057,0.2025098,0.24900034
django__django-11728,2.0040438175201416,2.2062854766845703,0.29979843,0.15298763
django__django-11734,1.9626240730285645,2.933823823928833,0.2766096,0.30322054
django__django-11740,2.2684741020202637,0.052332863211631775,0.25479943,0.13872875
django__django-11749,2.0078916549682617,-0.49722644686698914,0.27875155,0.14243282
django__django-11790,0.2880304753780365,4.333280563354492,0.049345944,0.82788664
django__django-11815,0.8056089878082275,-0.5351391434669495,0.20882735,0.23005667
django__django-11820,2.1637187004089355,3.7630786895751953,0.4280827,0.55549496
django__django-11848,0.5635326504707336,2.025207996368408,0.07394045,0.41083217
django__django-11880,2.6911747455596924,-2.278135061264038,0.3239452,0.25370038
django__django-11885,2.2049736976623535,2.3962371349334717,0.33457872,0.18627308
django__django-11951,1.9095733165740967,-1.0517514944076538,0.26118374,0.1539309
django__django-11964,0.5440680384635925,1.924105167388916,0.1096288,0.38304776
django__django-11999,1.8450721502304077,-1.091733694076538,0.20073354,0.19395193
django__django-12039,1.4737577438354492,0.20560039579868317,0.2295342,0.17689064
django__django-12050,2.214646339416504,-1.3359335660934448,0.3372754,0.14851417
django__django-12125,1.275595784187317,0.4849409759044647,0.22263472,0.22106262
django__django-12143,1.829315185546875,-2.2203707695007324,0.28695968,0.35386977
django__django-12155,1.2579387426376343,-3.1090786457061768,0.23014063,0.4627149
django__django-12193,0.29435938596725464,-0.20812973380088806,0.10287644,0.32614636
django__django-12209,1.9617080688476562,-1.0426703691482544,0.26744768,0.16672814
django__django-12262,2.0227885246276855,-0.09475650638341904,0.25427288,0.13223514
django__django-12273,1.1386096477508545,2.2812767028808594,0.16982737,0.22037864
django__django-12276,1.4857128858566284,-1.5893266201019287,0.1836771,0.23989582
django__django-12304,2.585510492324829,-0.13899804651737213,0.3762199,0.114253774
django__django-12308,0.7072814702987671,2.6867408752441406,0.09301622,0.3175563
django__django-12325,0.5807953476905823,3.567664623260498,0.07959859,0.34426725
django__django-12406,2.116393804550171,4.073539733886719,0.31128904,0.72869426
django__django-12419,1.374565601348877,-2.096555709838867,0.20232108,0.2586426
django__django-12663,1.798777461051941,0.5857797265052795,0.25828174,0.15182512
django__django-12708,2.0131282806396484,-0.30380162596702576,0.22485453,0.10539661
django__django-12713,1.7229276895523071,-1.2626012563705444,0.22286776,0.16177633
django__django-12741,1.8026927709579468,-0.44809266924858093,0.22576201,0.14763129
django__django-12754,2.560698986053467,0.6031100749969482,0.28869545,0.116816245
django__django-12774,2.417207956314087,0.49556857347488403,0.2841312,0.100606024
django__django-12858,1.7867194414138794,-0.32560184597969055,0.2174659,0.12549417
