subject_id,theta
forge_code_gemini_3_1_pro,4.348358631134033
droid_gpt_5_3_codex,3.7258667945861816
simple_codex_gpt_5_3_codex,3.718811273574829
terminus_kira_gemini_3_1_pro,3.892526388168335
terminus_kira_claude_opus_4_6,3.851510524749756
tongagents_claude_opus_4_6,3.578192710876465
codebrain_1_gpt_5_3_codex,3.4096736907958984
droid_claude_opus_4_6,3.095229387283325
ante_gemini_3_pro,3.744960069656372
mux_gpt_5_3_codex,3.0513477325439453
crux_claude_opus_4_6,2.9576737880706787
mux_claude_opus_4_6,2.8337209224700928
deep_agents_gpt_5_2_codex,3.163424015045166
sageagent_gemini_3_pro,2.4327707290649414
droid_gpt_5_2,2.7207107543945312
terminus_2_gpt_5_3_codex,2.3842029571533203
junie_cli_gemini_3_flash,2.858898639678955
droid_claude_opus_4_5,2.5541908740997314
codex_cli_gpt_5_2,2.5598907470703125
terminus_2_claude_opus_4_6,2.57015061378479
codebrain_1_gemini_3_pro,2.325777769088745
ii_agent_gemini_3_pro,2.510303020477295
"warp_claude_haiku_4_5_at_anthropic,gpt_5_2_at_openai",2.2097597122192383
droid_gemini_3_pro,2.5871894359588623
mux_gpt_5_2,2.3052191734313965
codex_cli_gpt_5_1_codex_max,2.2915470600128174
"warp_claude_haiku_4_5_20251001_at_anthropic,gemini_3_pro_preview_at_google,gpt_5_nano_at_openai",2.4101834297180176
letta_code_claude_opus_4_5,1.9547120332717896
mux_claude_opus_4_5,2.1805810928344727
abacus_ai_desktop_multiple,1.7763339281082153
claude_code_claude_opus_4_6,1.4927892684936523
terminus_2_claude_opus_4_5,1.9115132093429565
crux_gpt_5_1_codex,2.30046010017395
terminus_2_gemini_3_pro,2.0838820934295654
letta_code_gemini_3_pro,1.8483353853225708
goose_claude_opus_4_5,1.3685007095336914
terminus_2_gpt_5_2,1.3922137022018433
letta_code_gpt_5_1_codex,1.9342741966247559
terminus_2_glm_5,1.455423355102539
claude_code_claude_opus_4_5,1.3057926893234253
openhands_claude_opus_4_5,1.722176194190979
opencode_claude_opus_4_5,1.318255066871643
terminus_2_gemini_3_flash,1.4850213527679443
gemini_cli_gemini_3_flash,1.4234308004379272
"warp_claude_haiku_4_5_20251001_at_anthropic,claude_sonnet_4_5_20250929_at_anthropic,gpt_5_nano_at_openai",1.03813636302948
codex_cli_gpt_5,1.4817545413970947
terminus_2_gpt_5_1,1.394501805305481
camel_ai_claude_sonnet_4_5,0.8819649815559387
codex_cli_gpt_5_codex,1.119523048400879
openhands_gpt_5,0.6884850859642029
terminus_2_gpt_5_codex,1.1779818534851074
terminus_2_kimi_k2_5,0.6099337935447693
goose_claude_sonnet_4_5,0.8576871156692505
crux_gpt_5_1_codex_mini,0.47388315200805664
terminus_2_claude_sonnet_4_5,0.30684563517570496
maya_claude_4_5_sonnet,0.8570619225502014
openhands_claude_sonnet_4_5,1.023037314414978
mini_swe_agent_claude_sonnet_4_5,0.9303279519081116
terminus_2_minimax_m2_5,0.3745540380477905
mini_swe_agent_gpt_5_codex,0.6543172597885132
claude_code_claude_sonnet_4_5,0.6430603265762329
terminus_2_deepseek_v3_2,0.20196989178657532
terminus_2_claude_opus_4_1,0.25306737422943115
openhands_claude_opus_4_1,0.2544272541999817
terminus_2_gpt_5_1_codex,0.25019657611846924
crux_minimax_m2_1,-0.06245163828134537
terminus_2_kimi_k2_thinking,0.3658179044723511
goose_claude_haiku_4_5,0.16696323454380035
terminus_2_gpt_5,-0.23309791088104248
mini_swe_agent_claude_opus_4_1,0.3273002505302429
spoox_m_gpt_5_mini,-0.020540796220302582
claude_code_claude_opus_4_1,0.11530587077140808
mini_swe_agent_gpt_5,-0.6434786319732666
terminus_2_glm_4_7,-0.17351791262626648
crux_glm_4_7,-0.6244089603424072
terminus_2_gemini_2_5_pro,-0.7567013502120972
codex_cli_gpt_5_mini,-0.4787886142730713
terminus_2_minimax_m2,-0.9021686911582947
mini_swe_agent_claude_haiku_4_5,-0.6097548007965088
openhands_gpt_5_mini,-0.3694682717323303
terminus_2_minimax_m2_1,-0.5301175713539124
terminus_2_claude_haiku_4_5,-0.9069904685020447
terminus_2_kimi_k2_instruct,-0.3748476803302765
claude_code_claude_haiku_4_5,-0.9138602018356323
openhands_grok_4,-0.488132506608963
dakou_agent_qwen_3_coder_480b,-0.6183273792266846
