item_id,b
bn-fit-modify,-0.1226939857006073
break-filter-js-from-html,1.9112714529037476
build-cython-ext,1.0838797092437744
caffe-cifar-10,5.198059558868408
cancel-async-tasks,1.340949296951294
chess-best-move,3.0835351943969727
circuit-fibsqrt,1.5867395401000977
cobol-modernization,-2.688023567199707
compile-compcert,0.9124255776405334
configure-git-webserver,0.08378677070140839
constraints-scheduling,-3.5187268257141113
crack-7z-hash,-0.39608320593833923
db-wal-recovery,4.0194573402404785
distribution-search,-1.0232305526733398
dna-assembly,4.323028087615967
dna-insert,5.4829020500183105
extract-elf,1.198503851890564
feal-differential-cryptanalysis,1.4022495746612549
feal-linear-cryptanalysis,1.3998124599456787
filter-js-from-html,6.447709083557129
financial-document-processor,2.1244523525238037
fix-git,-3.0165464878082275
fix-ocaml-gc,-0.10571523755788803
gcode-to-text,4.270503520965576
git-leak-recovery,-2.7681217193603516
git-multibranch,-1.601775884628296
hf-model-inference,-0.934468150138855
install-windows-3.11,5.854842185974121
large-scale-text-editing,0.20344360172748566
llm-inference-batching-scheduler,0.6177144050598145
log-summary-date-ranges,-0.9967183470726013
mailman,0.5861557722091675
make-doom-for-mips,7.331582546234131
make-mips-interpreter,4.4261932373046875
mcmc-sampling-stan,0.028251411393284798
merge-diff-arc-agi-task,-1.0436618328094482
model-extraction-relu-logits,4.445342063903809
modernize-scientific-stack,-4.519640922546387
mteb-leaderboard,4.147393703460693
mteb-retrieve,5.32730770111084
nginx-request-logging,-2.2069599628448486
openssl-selfsigned-cert,-0.4439183175563812
password-recovery,0.8122642636299133
path-tracing,2.864896059036255
path-tracing-reverse,3.0633039474487305
polyglot-rust-c,3.5214357376098633
portfolio-optimization,-3.0243964195251465
protein-assembly,2.638782024383545
prove-plus-comm,-3.698868989944458
pypi-server,-0.8862983584403992
pytorch-model-cli,-0.03236892819404602
pytorch-model-recovery,0.6077374815940857
qemu-alpine-ssh,2.085953950881958
query-optimize,1.424777865409851
raman-fitting,5.967430114746094
regex-chess,4.032744884490967
regex-log,-1.1114792823791504
reshard-c4-data,0.40059423446655273
sam-cell-seg,6.571228981018066
sanitize-git-repo,1.9171041250228882
schemelike-metacircular-eval,2.0022165775299072
sparql-university,1.511507272720337
sqlite-db-truncate,0.35581129789352417
sqlite-with-gcov,-1.0586423873901367
torch-tensor-parallelism,4.314384460449219
train-fasttext,6.496362209320068
tune-mjcf,0.9682313203811646
video-processing,6.443553447723389
vulnerable-secret,-1.8310924768447876
winning-avg-corewars,1.9525527954101562
write-compressor,2.739774465560913
