,theta,theta_std
20250928_trae_doubao_seed_code,2.5779781341552734,0.13685419
20250902_atlassian-rovo-dev,2.4531683921813965,0.16806081
20250804_epam-ai-run-claude-4-sonnet,2.4092326164245605,0.112973064
20250915_JoyCode,2.14727520942688,0.13013038
20250731_harness_ai,2.1453943252563477,0.12953432
20250720_Lingxi-v1.5_claude-4-sonnet-20250514,2.133479356765747,0.14182927
20250612_trae,2.1281068325042725,0.15159048
20250901_warp,2.112894296646118,0.16153453
20250819_ACoder,2.0521903038024902,0.13242255
20250603_Refact_Agent_claude-4-sonnet,2.051755905151367,0.13823286
20250522_tools_claude-4-sonnet,1.9204826354980469,0.12099288
20250522_tools_claude-4-opus,1.8726463317871094,0.13722093
20250715_qodo_command,1.820353627204895,0.121965095
20250807_openhands_gpt5,1.7829982042312622,0.11857645
20250610_augment_agent_v1,1.7461230754852295,0.14746004
20250623_warp,1.7066045999526978,0.12363372
20250710_bloop,1.699398159980774,0.09475772
20250519_trae,1.683984637260437,0.12203037
20250524_openhands_claude_4_sonnet,1.6679434776306152,0.12009579
20250519_devlo,1.6214362382888794,0.11133285
20250929_Prometheus_v1.2_gpt5,1.6046721935272217,0.12290026
20250515_Refact_Agent,1.6034584045410156,0.12040554
20250805_openhands-Qwen3-Coder-480B-A35B-Instruct,1.5294743776321411,0.11055843
20250611_moatless_claude-4-sonnet-20250514,1.5249848365783691,0.14139536
20250430_zencoder_ai,1.365615963935852,0.10173944
20250930_zai_glm4-6,1.3257497549057007,0.12070579
20250516_cortexa_o3,1.2950955629348755,0.11068616
20250514_aime_coder,1.273082971572876,0.09504566
20250415_openhands,1.222832202911377,0.11461326
20250522_sweagent_claude-4-sonnet-20250514,1.1729849576950073,0.09297843
20250316_augment_agent_v0,1.1659151315689087,0.0880201
20250405_amazon-q-developer-agent-20250405-dev,1.119360327720642,0.090723455
20250224_tools_claude-3-7-sonnet,1.1087111234664917,0.086151674
20250728_zai_glm4-5,1.0935382843017578,0.09114943
20250716_openhands_kimi_k2,1.0872029066085815,0.14112991
20250503_patchpilot-v1.1-o4-mini,1.0168139934539795,0.082251064
20250117_wandb_programmer_o1_crosscheck5,0.9273932576179504,0.09808565
20250110_blackboxai_agent_v1.1,0.8655875325202942,0.08186905
20250225_sweagent_claude-3-7-sonnet,0.8517448902130127,0.100785606
20250206_agentscope,0.7732909917831421,0.08152404
20241221_codestory_midwit_claude-3-5-sonnet_swe-search,0.7538811564445496,0.10776478
20250228_epam-ai-run-claude-3-5-sonnet,0.7137239575386047,0.10623619
20250203_openhands_4x_scaled,0.709543764591217,0.06923586
20250901_entroPO_R2E_QwenCoder30BA3B_tts,0.6336979269981384,0.08938277
20250924_artemis_agent_v2,0.5868924856185913,0.10051413
20250110_learn_by_interact_claude3.5,0.5235924124717712,0.113846466
20250629_deepswerl_r2eagent_tts,0.49873995780944824,0.102655776
20250410_cortexa,0.47446000576019287,0.08436704
20241213_devlo,0.4681015610694885,0.11681184
20250405_swe-rizzo_claude37,0.45810091495513916,0.082895026
20241223_emergent,0.43172091245651245,0.09147856
20241202_amazon-q-developer-agent-20241202-dev,0.3047943711280823,0.10599829
20241212_epam-ai-run-claude-3-5-sonnet,0.3016637861728668,0.08175062
20241108_devlo,0.3006322979927063,0.12411524
20241208_gru,0.2514817714691162,0.080449924
20250901_entroPO_R2E_QwenCoder30BA3B,0.13874579966068268,0.1109085
20241029_OpenHands-CodeAct-2.1-sonnet-20241022,0.13284409046173096,0.10608488
20250120_Bracket,0.1279377043247223,0.1082483
20250805_openhands-Qwen3-Coder-30B-A3B-Instruct,0.11901615560054779,0.08654171
20250122_autocoderover-v2.1-claude-3-5-sonnet-20241022,0.07196182757616043,0.094457
20250804_codesweep_sweagent_kimi_k2_instruct,0.04912784323096275,0.123527475
20241125_enginelabs,0.03714088723063469,0.086929694
20241212_google_jules_gemini_2.0_flash_experimental,-0.010274145752191544,0.07417768
20241022_tools_claude-3-5-sonnet-updated,-0.0466732494533062,0.07569747
20241028_solver,-0.06663885712623596,0.1315474
20241202_agentless-1.5_claude-3.5-sonnet-20241022,-0.07528848946094513,0.10063004
20241125_marscode-agent-dev,-0.08887943625450134,0.10839054
20241025_composio_swekit,-0.1097109243273735,0.0647816
20241105_nfactorial,-0.1494263857603073,0.089079425
20250528_patchpilot_Co-PatcheR,-0.16417169570922852,0.09255317
20250616_Skywork-SWE-32B+TTS_Bo8,-0.20084230601787567,0.07233589
20241106_navie-2-gpt4o-sonnet,-0.2916230857372284,0.08844653
20241108_autocoderover-v2.0-claude-3-5-sonnet-20241022,-0.30758148431777954,0.08570668
20250520_openhands_devstral_small,-0.3166769742965698,0.10544288
20241023_emergent,-0.340774804353714,0.08173898
20240924_solver,-0.3777225911617279,0.07375807
20240824_gru,-0.42463254928588867,0.089645684
20240920_solver,-0.4267755448818207,0.094242245
20250118_codeshellagent_gemini_2.0_flash_experimental,-0.462696373462677,0.07408783
20250806_SWE-Exp_DeepSeek-V3,-0.5093851685523987,0.09168719
20250214_agentless_lite_o3_mini,-0.5361711978912354,0.09325962
20250527_amazon.nova-premier-v1.0,-0.5513932704925537,0.07639685
20250629_deepswerl_r2eagent,-0.5538567900657654,0.085983984
20241030_nfactorial,-0.5710587501525879,0.083264574
20241016_composio_swekit,-0.614651083946228,0.07010372
20240820_honeycomb,-0.6206955909729004,0.10157266
20241022_tools_claude-3-5-haiku,-0.635536253452301,0.10199418
20250112_ugaiforge,-0.6441166996955872,0.08116031
20250226_swerl_llama3_70b,-0.6494143605232239,0.08269287
20241028_agentless-1.5_gpt4o,-0.6554619669914246,0.08618235
20241029_epam-ai-run-claude-3-5-sonnet,-0.6564205884933472,0.09947377
