subject_id,theta
forge_code_gemini_3_1_pro,3.3890044689178467
droid_gpt_5_3_codex,3.0785226821899414
simple_codex_gpt_5_3_codex,2.778090238571167
terminus_kira_gemini_3_1_pro,3.134457588195801
terminus_kira_claude_opus_4_6,3.309985399246216
tongagents_claude_opus_4_6,2.7644529342651367
codebrain_1_gpt_5_3_codex,2.5008325576782227
droid_claude_opus_4_6,2.131315231323242
ante_gemini_3_pro,2.665525197982788
mux_gpt_5_3_codex,2.356776237487793
crux_claude_opus_4_6,1.9889219999313354
mux_claude_opus_4_6,1.9135721921920776
deep_agents_gpt_5_2_codex,2.490159749984741
sageagent_gemini_3_pro,1.9740017652511597
droid_gpt_5_2,2.3008933067321777
terminus_2_gpt_5_3_codex,1.535115361213684
junie_cli_gemini_3_flash,2.041842222213745
droid_claude_opus_4_5,1.7786619663238525
codex_cli_gpt_5_2,2.065340280532837
terminus_2_claude_opus_4_6,1.9614388942718506
codebrain_1_gemini_3_pro,1.3289903402328491
ii_agent_gemini_3_pro,1.8464398384094238
"warp_claude_haiku_4_5_at_anthropic,gpt_5_2_at_openai",1.5181649923324585
droid_gemini_3_pro,1.8507529497146606
mux_gpt_5_2,1.0474674701690674
codex_cli_gpt_5_1_codex_max,1.077410101890564
"warp_claude_haiku_4_5_20251001_at_anthropic,gemini_3_pro_preview_at_google,gpt_5_nano_at_openai",1.716916799545288
letta_code_claude_opus_4_5,1.3348342180252075
mux_claude_opus_4_5,0.8572958111763
abacus_ai_desktop_multiple,1.0231473445892334
claude_code_claude_opus_4_6,0.599185049533844
terminus_2_claude_opus_4_5,1.0990846157073975
crux_gpt_5_1_codex,1.087680459022522
terminus_2_gemini_3_pro,1.203789234161377
letta_code_gemini_3_pro,0.9171614050865173
goose_claude_opus_4_5,0.7127742767333984
terminus_2_gpt_5_2,0.3257507085800171
letta_code_gpt_5_1_codex,0.62384033203125
terminus_2_glm_5,0.7605564594268799
claude_code_claude_opus_4_5,0.7634595632553101
openhands_claude_opus_4_5,0.6556046009063721
opencode_claude_opus_4_5,0.15070489048957825
terminus_2_gemini_3_flash,0.652880072593689
gemini_cli_gemini_3_flash,0.6500031352043152
"warp_claude_haiku_4_5_20251001_at_anthropic,claude_sonnet_4_5_20250929_at_anthropic,gpt_5_nano_at_openai",0.2815663814544678
codex_cli_gpt_5,0.41603100299835205
terminus_2_gpt_5_1,0.3922422528266907
camel_ai_claude_sonnet_4_5,-0.20376448333263397
codex_cli_gpt_5_codex,-0.02388918772339821
openhands_gpt_5,-0.04611983150243759
terminus_2_gpt_5_codex,0.1243434026837349
terminus_2_kimi_k2_5,-0.4676997661590576
goose_claude_sonnet_4_5,-0.2916344404220581
crux_gpt_5_1_codex_mini,-0.38081762194633484
